customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
DEMO-0164,Female,0,No,Yes,41,No,Yes,No,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,77.74,3401.41,Yes
DEMO-0165,Female,1,No,No,19,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,107.7,1694.36,No
DEMO-0166,Female,0,No,No,59,No,Yes,No,No,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,55.6,2852.54,No
DEMO-0167,Male,0,Yes,Yes,41,Yes,No,No,Yes,No,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),94.52,4344.86,No
DEMO-0168,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Electronic check,110.02,7233.24,No
DEMO-0169,Female,0,Yes,Yes,47,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),40.42,1530.56,No
DEMO-0170,Female,0,No,No,1,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.16,45.59,Yes
DEMO-0171,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,88.44,6961.34,Yes
DEMO-0172,Male,1,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),93.31,5869.56,Yes
DEMO-0173,Female,0,Yes,No,45,Yes,No,No,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,79.57,3632.48,No
DEMO-0174,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,52.31,168.9,Yes
DEMO-0175,Male,0,No,No,63,Yes,No,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),28.5,1519.18,No
DEMO-0176,Male,0,Yes,No,39,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,35.41,1238.78,No
DEMO-0177,Female,0,Yes,No,25,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),112.81,2869.35,Yes
DEMO-0178,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),87.42,6008.15,No
DEMO-0179,Female,0,No,No,11,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,52.49,463.65,Yes
DEMO-0180,Female,1,Yes,No,57,Yes,No phone service,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),116.53,5803.34,Yes
DEMO-0181,Male,0,Yes,No,10,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,37.23,352.47,No
DEMO-0182,Male,0,No,Yes,31,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,51.25,1280.61,No
DEMO-0183,Male,0,Yes,No,53,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),107.91,6223.24,No
DEMO-0184,Female,0,No,No,3,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,73.43,218.7,No
DEMO-0185,Male,1,No,No,53,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),34.36,1995.78,Yes
DEMO-0186,Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,50.5,2997.57,Yes
DEMO-0187,Female,0,Yes,Yes,40,Yes,No,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.96,974.91,Yes
DEMO-0188,Male,0,Yes,No,36,No,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,89.71,3599.48,Yes
DEMO-0189,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,85.13,5133.05,Yes
DEMO-0190,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.9,525.63,No
DEMO-0191,Male,0,No,No,4,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,55.8,185.59,No
DEMO-0192,Male,0,Yes,No,41,Yes,Yes,No,No,No internet service,No,No,No internet service,Yes,One year,Yes,Mailed check,73.06,2903.62,No
DEMO-0193,Female,0,Yes,No,22,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),96.02,2301.45,No
DEMO-0194,Male,0,No,No,61,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),93.41,5354.77,No
DEMO-0195,Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),113.73,5148.68,Yes
DEMO-0196,Male,1,No,No,72,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),110.9,8457.16,No
DEMO-0197,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),19.27,18.76,No
DEMO-0198,Female,0,Yes,No,68,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),109.9,7332.33,No
DEMO-0199,Male,1,No,Yes,33,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,57.97,2053.99,No
DEMO-0200,Female,1,Yes,Yes,60,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,43.47,3008.76,No
DEMO-0201,Female,0,Yes,No,64,Yes,No,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),106.64,6014.65,No
DEMO-0202,Male,0,Yes,No,70,Yes,Yes,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,118.19,7923.1,No
DEMO-0203,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,No,Electronic check,31.79,1560.72,No
DEMO-0204,Male,1,Yes,Yes,25,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),114.99,2831.9,Yes
DEMO-0205,Female,0,Yes,No,66,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,58.76,4152.81,No
DEMO-0206,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),57.49,1237.75,No
DEMO-0207,Male,1,No,No,69,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),88.62,6213.41,No
DEMO-0208,Male,0,Yes,No,57,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.95,1026.46,No
DEMO-0209,Female,0,Yes,No,32,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),43.79,1122.19,No
DEMO-0210,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),117.84,1514.7,Yes
DEMO-0211,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),100.65,5022.62,No
DEMO-0212,Male,0,Yes,No,50,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,92.59,4083.97,Yes
DEMO-0213,Female,0,No,No,37,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,99.26,3395.62,No
DEMO-0214,Male,1,Yes,No,46,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,One year,Yes,Mailed check,86.59,4440.09,No
DEMO-0215,Female,0,No,No,48,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,32.01,1293.35,Yes
DEMO-0216,Female,0,Yes,Yes,27,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),73.6,2360.88,Yes
DEMO-0217,Female,0,No,No,55,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,58.18,3713.22,No
DEMO-0218,Female,0,Yes,No,23,Yes,No,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),47.05,896.8,Yes
DEMO-0219,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,Yes,Two year,No,Mailed check,53.38,1863.09,No
DEMO-0220,Female,0,No,No,31,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),26.28,699.79,No
DEMO-0221,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Mailed check,119.06,5097.77,No
DEMO-0222,Female,1,Yes,No,61,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),88.75,4407.31,No
DEMO-0223,Female,0,No,No,40,Yes,No,No,Yes,No internet service,Yes,No,No,Yes,One year,No,Mailed check,99.27,3564.5,No
DEMO-0224,Male,0,No,No,24,No,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,65.27,1564.14,No
DEMO-0225,Male,0,No,No,29,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,73.2,2037.6,No
DEMO-0226,Female,0,Yes,Yes,16,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,47.95,802.04,Yes
DEMO-0227,Female,1,Yes,Yes,26,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.62,3174.37,Yes
DEMO-0228,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.69,3863.38,Yes
DEMO-0229,Female,0,No,Yes,2,No,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),43.98,75.53,Yes
DEMO-0230,Female,0,No,No,72,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Mailed check,63.94,4126.88,No
DEMO-0231,Male,0,No,No,4,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),107.44,393.0,Yes
DEMO-0232,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),68.25,220.64,Yes
DEMO-0233,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.2,2594.05,Yes
DEMO-0234,Female,0,Yes,No,49,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,20.64,1116.7,Yes
DEMO-0235,Female,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,114.36,6684.95,No
DEMO-0236,Male,0,No,No,54,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.86,2213.35,Yes
DEMO-0237,Female,0,Yes,Yes,70,No,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),42.0,2444.94,No
DEMO-0238,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.5,1437.1,Yes
DEMO-0239,Male,0,No,No,55,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,No,Credit card (automatic),116.73,7338.3,Yes
DEMO-0240,Male,0,Yes,Yes,70,No,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.64,3831.68,Yes
DEMO-0241,Female,0,Yes,No,45,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,40.45,1699.62,No
DEMO-0242,Female,0,No,Yes,36,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Mailed check,106.31,3757.2,No
DEMO-0243,Female,0,No,No,13,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),91.98,1306.74,No
DEMO-0244,Male,0,Yes,Yes,13,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),81.44,1085.39,Yes
DEMO-0245,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,60.26,1640.62,Yes
DEMO-0246,Male,1,Yes,Yes,66,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),97.82,6848.71,No
DEMO-0247,Male,1,No,No,45,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,28.22,1068.23,No
DEMO-0248,Female,1,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.76,593.96,Yes
DEMO-0249,Female,0,No,No,9,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),36.18,312.06,Yes
DEMO-0250,Female,0,No,No,62,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,98.09,5842.57,No
DEMO-0251,Male,0,No,No,18,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,71.47,1365.79,No
DEMO-0252,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,103.55,6347.75,No
DEMO-0253,Female,0,Yes,No,61,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,Yes,Two year,No,Electronic check,25.43,1256.68,No
DEMO-0254,Male,0,Yes,No,50,No,No,No,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),53.24,2663.68,No
DEMO-0255,Male,0,Yes,No,68,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,76.32,5292.38,Yes
DEMO-0256,Male,0,No,No,37,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),57.5,2323.13,No
DEMO-0257,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,72.68,3353.06,No
DEMO-0258,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),71.81,194.09,No
DEMO-0259,Female,0,Yes,Yes,27,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,110.46,2944.87,No
DEMO-0260,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),27.04,697.31,No
DEMO-0261,Male,0,No,Yes,66,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,83.85,6337.14,No
DEMO-0262,Male,0,No,No,43,Yes,No phone service,No,No,No,No,No,No,No,One year,Yes,Mailed check,72.17,3453.97,Yes
DEMO-0263,Female,1,No,No,67,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,68.82,3856.13,No
DEMO-0264,Female,0,Yes,Yes,57,Yes,No,No,No,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),81.14,3999.82,Yes
DEMO-0265,Female,0,No,No,8,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),78.12,616.85,Yes
DEMO-0266,Female,0,No,No,51,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,81.05,4387.65,Yes
DEMO-0267,Female,1,No,Yes,72,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),77.49,5333.64,No
DEMO-0268,Male,0,No,No,36,No,Yes,No,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),78.18,2273.84,Yes
DEMO-0269,Female,0,Yes,Yes,63,No,No,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),27.57,1941.59,No
DEMO-0270,Female,1,No,No,29,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),18.34,602.39,Yes
DEMO-0271,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,35.79,2083.22,No
DEMO-0272,Male,0,Yes,No,22,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,92.29,2014.13,No
DEMO-0273,Female,1,No,Yes,69,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,96.51,7834.47,No
DEMO-0274,Female,0,No,Yes,35,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,112.62,3617.09,No
DEMO-0275,Male,0,No,No,1,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,105.9,88.14,Yes
DEMO-0276,Male,0,No,Yes,49,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.52,5263.67,No
DEMO-0277,Male,0,Yes,No,21,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),96.33,1882.92,No
DEMO-0278,Female,1,Yes,No,11,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,93.84,867.19,No
DEMO-0279,Female,0,No,No,66,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),109.08,6051.56,Yes
DEMO-0280,Male,1,Yes,Yes,66,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),83.36,6433.86,Yes
DEMO-0281,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,106.89,7171.34,No
DEMO-0282,Female,0,Yes,Yes,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.29,974.21,No
DEMO-0283,Male,0,Yes,No,9,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,67.72,507.65,No
DEMO-0284,Male,0,No,No,2,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,97.57,177.52,No
DEMO-0285,Male,1,No,No,4,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),93.26,372.33,Yes
DEMO-0286,Female,1,No,No,72,No,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,74.06,4644.15,No
DEMO-0287,Male,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,60.81,2951.45,Yes
DEMO-0288,Female,0,No,No,44,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,89.89,4057.99,No
DEMO-0289,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,One year,No,Mailed check,56.46,1498.95,No
DEMO-0290,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,110.99,4329.38,No
DEMO-0291,Male,0,Yes,Yes,10,No,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),114.24,1065.2,Yes
DEMO-0292,Female,0,Yes,No,63,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.69,7880.71,Yes
DEMO-0293,Female,0,No,No,64,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,113.49,7226.79,No
DEMO-0294,Female,0,Yes,Yes,14,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,27.77,456.14,No
DEMO-0295,Male,0,No,No,17,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,36.86,628.86,Yes
DEMO-0296,Male,0,No,No,54,Yes,No,No,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),34.99,1787.69,No
DEMO-0297,Male,0,No,No,33,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),107.47,3586.31,No
DEMO-0298,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,93.33,1037.49,No
DEMO-0299,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,108.11,6263.78,Yes
DEMO-0300,Male,0,Yes,Yes,34,Yes,No,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,76.82,2776.37,Yes
DEMO-0301,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.37,3728.65,No
DEMO-0302,Female,0,No,No,66,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,69.31,3706.76,Yes
DEMO-0303,Female,1,Yes,Yes,57,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),44.94,2458.53,No
DEMO-0304,Female,1,Yes,No,7,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.97,180.87,Yes
DEMO-0305,Male,0,Yes,No,52,Yes,No,No,No internet service,No,No,No,No internet service,Yes,Two year,No,Mailed check,31.26,1919.43,No
DEMO-0306,Female,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.22,4788.62,Yes
DEMO-0307,Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,One year,No,Electronic check,101.58,193.94,Yes
DEMO-0308,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),56.87,3330.87,No
DEMO-0309,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),54.07,1022.58,Yes
DEMO-0310,Female,0,Yes,Yes,25,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),81.15,1895.28,No
DEMO-0311,Female,0,No,No,39,Yes,No phone service,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.82,754.91,Yes
DEMO-0312,Male,0,No,No,30,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.01,1720.32,No
DEMO-0313,Male,1,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,75.23,3343.56,Yes
DEMO-0314,Female,0,No,No,53,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),33.64,1718.28,No
DEMO-0315,Male,0,No,No,60,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),94.47,4863.14,No
DEMO-0316,Male,0,No,No,60,Yes,No,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.77,4469.73,No
DEMO-0317,Female,0,Yes,No,7,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),111.87,627.1,Yes
DEMO-0318,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),44.2,432.1,Yes
DEMO-0319,Female,0,No,Yes,19,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,96.47,1667.2,No
DEMO-0320,Female,0,No,No,34,Yes,No,No,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),22.04,608.02,No
DEMO-0321,Female,0,Yes,Yes,48,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),47.27,2375.03,No
DEMO-0322,Female,1,No,No,34,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),38.53,1054.15,No
DEMO-0323,Female,1,Yes,No,28,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,31.97,868.63,No
DEMO-0324,Female,0,No,Yes,30,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,77.37,2556.46,No
DEMO-0325,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,18.57,709.43,No
DEMO-0326,Female,0,No,No,39,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),112.38,4688.99,Yes
DEMO-0327,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),118.82,9256.97,No
DEMO-0328,Female,0,Yes,No,2,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,62.03,113.75,Yes
DEMO-0329,Male,1,No,No,42,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,101.77,3570.29,No
